property,canceled,advance_time,arrival_year,arrival_month,arrival_week_number,arrival_day_of_month,weekend_stays,week_stays,num_adults,num_children,meal_package,booking_channel,is_returning,num_cancellations,num_not_canceled,reserved_room_code,assigned_room_code,num_changes,deposit_terms,wait_days,average_daily_rate,status,status_date
City Hotel,0,13,2016,March,14,27,2,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,79.15,Check-Out,2016-03-31
City Hotel,0,5,2016,November,46,6,2,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,106.68,Check-Out,2016-11-11
City Hotel,1,153,2015,August,32,3,1,2,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,60.0,Canceled,2015-05-19
City Hotel,0,54,2016,February,7,8,1,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,75.95,Check-Out,2016-02-13
Resort Hotel,0,10,2017,February,7,12,1,0,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,48.0,Check-Out,2017-02-13
Resort Hotel,1,23,2016,August,32,4,0,3,2,1.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,272.7,Canceled,2016-07-30
City Hotel,0,235,2016,August,32,6,1,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,105.3,Check-Out,2016-08-08
City Hotel,0,242,2016,October,44,28,2,2,2,1.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,95.13,Check-Out,2016-11-01
City Hotel,1,185,2017,May,19,12,2,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,114.3,Canceled,2016-11-08
City Hotel,1,16,2016,October,44,29,2,1,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,140.0,Canceled,2016-10-24
City Hotel,1,229,2017,July,28,12,1,4,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,110.0,Canceled,2016-11-25
City Hotel,1,158,2016,May,22,24,0,2,1,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,31,130.0,Canceled,2016-01-18
City Hotel,0,17,2015,September,39,26,2,2,1,0.0,BB,Groups,0,0,0,A,A,1,No Deposit,0,170.0,Check-Out,2015-09-30
Resort Hotel,0,149,2017,July,30,26,0,4,2,2.0,BB,Direct,0,0,0,C,C,0,No Deposit,0,211.25,Check-Out,2017-07-30
Resort Hotel,0,163,2015,October,43,23,1,2,1,0.0,BB,Online TA,0,0,0,A,C,0,No Deposit,0,47.0,Check-Out,2015-10-26
Resort Hotel,0,1,2016,August,33,11,0,1,1,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,149.0,Check-Out,2016-08-12
Resort Hotel,0,81,2016,April,15,3,2,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,52.2,Check-Out,2016-04-08
City Hotel,0,91,2017,April,14,2,2,2,2,0.0,BB,Online TA,0,0,0,A,A,2,No Deposit,0,117.0,Check-Out,2017-04-06
City Hotel,0,122,2016,April,16,15,0,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,56,85.0,Check-Out,2016-04-17
City Hotel,1,143,2016,November,47,17,0,1,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,84.6,Canceled,2016-08-15
Resort Hotel,0,120,2015,August,32,4,2,5,2,0.0,BB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,90.95,Check-Out,2015-08-11
City Hotel,1,113,2016,February,9,25,0,3,2,0.0,BB,Offline TA/TO,0,1,0,A,A,0,Non Refund,44,75.0,Canceled,2015-12-18
City Hotel,1,395,2016,March,13,21,1,2,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,62.8,Canceled,2015-08-10
City Hotel,1,391,2016,August,32,4,0,1,1,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,59.0,Canceled,2015-10-21
City Hotel,0,71,2017,July,27,7,1,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,150.0,Check-Out,2017-07-10
Resort Hotel,0,7,2017,March,9,2,1,3,1,0.0,BB,Groups,0,0,0,A,A,1,No Deposit,0,29.0,Check-Out,2017-03-06
City Hotel,1,151,2015,July,30,25,2,1,2,0.0,HB,Groups,0,1,0,A,A,0,Non Refund,0,86.0,Canceled,2015-07-09
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,100.0,Canceled,2016-04-04
City Hotel,1,169,2017,June,23,8,0,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,170.0,Canceled,2016-12-21
City Hotel,0,158,2016,May,22,25,0,4,2,1.0,BB,Online TA,0,0,0,A,D,13,No Deposit,0,114.75,Check-Out,2016-05-29
Resort Hotel,1,50,2016,October,44,29,0,1,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,88.0,Canceled,2016-10-19
City Hotel,0,0,2017,July,27,2,1,0,2,0.0,SC,Direct,0,0,0,B,B,1,No Deposit,0,98.0,Check-Out,2017-07-03
City Hotel,0,73,2017,July,30,24,1,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,147.5,Check-Out,2017-07-28
City Hotel,0,0,2016,April,18,28,0,1,1,0.0,BB,Offline TA/TO,0,0,0,A,E,0,No Deposit,0,45.0,Check-Out,2016-04-29
Resort Hotel,0,0,2017,May,18,5,0,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,80.0,Check-Out,2017-05-07
City Hotel,1,316,2016,May,21,19,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-22
City Hotel,0,158,2017,March,13,27,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,95.0,Check-Out,2017-03-29
Resort Hotel,1,43,2017,January,4,27,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,48.0,Canceled,2017-01-05
City Hotel,1,364,2015,October,42,16,0,2,2,0.0,HB,Offline TA/TO,0,1,0,A,A,0,Non Refund,0,101.5,Canceled,2015-07-06
Resort Hotel,1,219,2016,March,10,2,2,5,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,52.0,Canceled,2015-11-20
City Hotel,1,288,2016,May,19,5,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,236,65.0,Canceled,2016-03-14
Resort Hotel,0,162,2016,March,13,24,0,3,2,0.0,Undefined,Groups,0,0,0,A,A,0,No Deposit,0,84.0,Check-Out,2016-03-27
City Hotel,0,97,2016,August,32,5,1,2,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,150.3,Check-Out,2016-08-08
Resort Hotel,1,21,2017,July,29,17,1,3,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,230.0,Canceled,2017-06-29
City Hotel,0,214,2016,November,48,20,2,1,1,0.0,BB,Groups,0,0,0,A,D,2,No Deposit,0,75.0,Check-Out,2016-11-23
City Hotel,0,1,2016,December,53,29,0,2,2,0.0,SC,Online TA,0,0,0,A,A,1,No Deposit,0,120.0,Check-Out,2016-12-31
City Hotel,0,18,2017,February,7,17,0,2,2,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,98.88,Check-Out,2017-02-19
City Hotel,0,142,2016,May,19,6,1,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,114.3,Check-Out,2016-05-09
City Hotel,0,99,2017,May,22,30,0,4,2,0.0,HB,Online TA,0,0,0,A,A,1,No Deposit,0,169.2,Check-Out,2017-06-03
Resort Hotel,1,320,2017,July,27,4,0,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,93.38,Canceled,2016-08-18
City Hotel,1,211,2016,May,21,20,0,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,111,100.0,Canceled,2016-03-18
Resort Hotel,1,198,2016,October,42,15,2,5,2,0.0,BB,Online TA,0,0,0,D,D,1,No Deposit,0,68.0,Canceled,2016-08-02
City Hotel,0,37,2016,June,27,29,0,1,3,0.0,BB,Offline TA/TO,0,0,0,A,G,0,No Deposit,0,111.6,Check-Out,2016-06-30
City Hotel,1,408,2017,May,22,30,0,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,90.0,Canceled,2017-05-05
City Hotel,1,27,2017,February,8,23,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,118.0,Canceled,2017-01-29
City Hotel,1,110,2015,July,30,25,2,1,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,94.5,Canceled,2015-07-16
City Hotel,1,129,2017,June,22,2,1,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2017-01-24
Resort Hotel,1,275,2015,October,41,4,2,0,2,0.0,HB,Offline TA/TO,0,26,0,A,A,0,Non Refund,0,50.0,Canceled,2015-01-30
City Hotel,0,152,2016,July,29,11,1,1,2,0.0,BB,Online TA,0,0,0,A,A,2,No Deposit,0,99.0,Check-Out,2016-07-13
Resort Hotel,0,43,2017,June,24,11,2,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,140.0,Check-Out,2017-06-18
City Hotel,0,19,2016,February,7,13,0,1,2,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,100.5,Check-Out,2016-02-14
City Hotel,0,107,2016,June,24,10,0,2,1,0.0,BB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,120.0,Check-Out,2016-06-12
City Hotel,1,16,2016,February,9,27,2,5,1,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,101.0,No-Show,2016-02-27
City Hotel,1,281,2016,April,16,14,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-21
City Hotel,0,1,2017,August,35,27,1,0,1,0.0,SC,Online TA,0,0,0,A,A,1,No Deposit,0,80.1,Check-Out,2017-08-28
City Hotel,1,88,2017,June,24,17,0,1,2,1.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,204.3,Canceled,2017-03-28
Resort Hotel,0,4,2016,August,35,23,0,1,1,0.0,BB,Corporate,0,0,0,A,D,0,No Deposit,0,138.0,Check-Out,2016-08-24
City Hotel,0,111,2017,May,20,14,2,1,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,117.6,Check-Out,2017-05-17
City Hotel,0,74,2015,September,38,18,0,2,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,109.0,Check-Out,2015-09-20
Resort Hotel,1,190,2017,July,29,17,2,5,3,0.0,Undefined,Direct,0,0,0,D,D,3,No Deposit,0,274.45,Canceled,2017-07-03
Resort Hotel,0,11,2015,December,50,6,2,0,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,37.0,Check-Out,2015-12-08
City Hotel,1,46,2017,March,10,6,2,5,2,0.0,BB,Online TA,0,0,0,D,D,2,No Deposit,0,100.3,Canceled,2017-01-29
Resort Hotel,0,240,2016,October,43,21,2,5,2,0.0,HB,Offline TA/TO,0,0,0,E,E,0,No Deposit,0,84.95,Check-Out,2016-10-28
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,BB,Groups,0,1,0,A,A,0,No Deposit,0,62.0,Canceled,2015-01-01
City Hotel,1,2,2015,November,46,9,3,8,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,95.81,Canceled,2015-11-09
Resort Hotel,0,54,2015,August,34,18,0,5,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,151.23,Check-Out,2015-08-23
City Hotel,0,9,2017,February,6,8,0,4,2,0.0,BB,Direct,0,0,0,B,A,1,No Deposit,0,91.1,Check-Out,2017-02-12
City Hotel,0,64,2016,October,45,31,1,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,105.6,Check-Out,2016-11-03
City Hotel,1,594,2017,February,8,23,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,62.0,Canceled,2015-10-21
City Hotel,1,23,2016,February,7,12,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,72.8,Canceled,2016-01-24
Resort Hotel,0,30,2015,August,35,28,0,1,2,0.0,BB,Direct,0,0,0,A,G,0,No Deposit,0,115.0,Check-Out,2015-08-29
City Hotel,0,4,2017,April,15,12,0,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,156.67,Check-Out,2017-04-15
City Hotel,1,84,2017,May,19,12,0,2,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,189.0,Canceled,2017-04-24
City Hotel,1,92,2016,November,49,29,0,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,50,90.0,Canceled,2016-11-15
City Hotel,0,4,2016,September,38,13,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,174.67,Check-Out,2016-09-16
City Hotel,1,32,2016,November,46,11,0,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,130.0,Canceled,2016-10-17
Resort Hotel,0,0,2017,February,8,22,0,1,2,0.0,BB,Direct,0,0,0,E,E,0,No Deposit,0,80.0,Check-Out,2017-02-23
City Hotel,0,8,2017,April,15,13,1,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,185.25,Check-Out,2017-04-17
City Hotel,0,73,2016,July,29,12,0,1,2,0.0,SC,Direct,0,0,0,A,A,0,No Deposit,0,105.0,Check-Out,2016-07-13
City Hotel,1,184,2017,May,22,28,2,3,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2016-11-25
City Hotel,1,85,2015,July,30,24,2,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,76.5,Canceled,2015-05-20
Resort Hotel,0,11,2016,January,3,15,0,2,3,1.0,BB,Online TA,0,0,0,H,H,0,No Deposit,0,71.2,Check-Out,2016-01-17
City Hotel,0,4,2016,July,31,27,0,3,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,177.0,Check-Out,2016-07-30
City Hotel,0,26,2015,October,44,31,2,5,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,95.96,Check-Out,2015-11-07
City Hotel,0,36,2017,March,11,14,0,4,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,106.68,Check-Out,2017-03-18
Resort Hotel,1,55,2016,October,41,3,3,6,1,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,89.0,Canceled,2016-09-17
City Hotel,1,135,2017,June,26,30,0,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2017-02-15
City Hotel,0,130,2016,September,36,3,2,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,80.75,Check-Out,2016-09-06
City Hotel,0,25,2017,January,1,6,0,2,2,0.0,BB,Direct,0,0,0,G,G,0,No Deposit,0,198.0,Check-Out,2017-01-08
City Hotel,0,248,2017,April,15,9,2,0,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,80.0,Check-Out,2017-04-11
Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,Undefined,Groups,0,1,0,A,A,0,Non Refund,0,79.0,Canceled,2015-12-10
City Hotel,1,233,2015,November,45,7,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,No Deposit,0,60.0,Canceled,2015-10-21
City Hotel,1,131,2016,August,35,22,1,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,92.25,Canceled,2016-06-13
City Hotel,0,183,2016,September,37,8,0,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,110.0,Check-Out,2016-09-11
City Hotel,1,355,2015,October,41,7,0,2,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,62.0,Canceled,2015-07-02
City Hotel,0,0,2017,March,12,24,0,0,0,0.0,BB,Online TA,1,0,0,A,G,0,No Deposit,0,0.0,Check-Out,2017-03-24
City Hotel,0,61,2017,January,2,8,2,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,72.0,Check-Out,2017-01-13
City Hotel,1,96,2017,April,17,26,0,2,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,130.0,Canceled,2017-01-20
City Hotel,0,150,2016,June,25,14,1,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,121.83,Check-Out,2016-06-20
City Hotel,0,181,2016,October,42,11,0,2,1,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,120.0,Check-Out,2016-10-13
City Hotel,0,6,2015,December,53,31,0,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,137.0,Check-Out,2016-01-02
City Hotel,0,39,2015,August,33,14,0,2,2,0.0,HB,Offline TA/TO,0,0,0,A,D,0,No Deposit,0,109.0,Check-Out,2015-08-16
City Hotel,0,19,2017,May,19,12,2,5,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,184.29,Check-Out,2017-05-19
City Hotel,1,286,2015,July,31,30,0,2,2,0.0,BB,Groups,0,1,0,A,A,0,Non Refund,0,62.0,Canceled,2015-01-01
City Hotel,1,37,2016,October,42,13,0,3,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,105.0,Canceled,2016-09-06
City Hotel,0,102,2015,October,42,16,0,2,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,109.0,Check-Out,2015-10-18
City Hotel,1,280,2016,September,39,19,1,2,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,35,110.0,Canceled,2016-01-18
City Hotel,0,1,2017,February,9,26,2,0,2,1.0,BB,Direct,0,0,0,A,A,1,No Deposit,0,123.0,Check-Out,2017-02-28
City Hotel,1,59,2017,January,4,23,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,80.0,Canceled,2016-11-25
Resort Hotel,0,50,2017,February,8,25,2,1,2,0.0,BB,Direct,0,0,0,A,A,2,No Deposit,0,39.6,Check-Out,2017-02-28
City Hotel,1,37,2016,July,27,1,0,1,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,131.4,Canceled,2016-05-27
City Hotel,1,330,2015,September,37,12,2,1,2,0.0,BB,Groups,0,1,0,A,A,0,No Deposit,0,62.8,Canceled,2015-01-01
City Hotel,1,50,2015,October,43,24,1,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,75.0,Canceled,2015-10-07
City Hotel,0,25,2017,August,33,14,1,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,169.0,Check-Out,2017-08-17
City Hotel,0,151,2016,July,28,4,1,0,2,2.0,BB,Direct,0,0,0,F,F,0,No Deposit,0,171.9,Check-Out,2016-07-05
Resort Hotel,1,6,2015,December,50,6,2,0,2,0.0,BB,Online TA,0,1,0,D,D,0,No Deposit,0,54.4,Canceled,2015-12-01
City Hotel,1,153,2017,July,28,9,1,0,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,89.1,Canceled,2017-05-17
City Hotel,1,70,2016,September,38,15,0,2,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,149.4,Canceled,2016-07-07
City Hotel,0,62,2016,May,21,19,0,1,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,116.1,Check-Out,2016-05-20
City Hotel,0,104,2017,March,12,19,2,5,1,0.0,BB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,65.0,Check-Out,2017-03-26
City Hotel,0,83,2015,September,40,30,0,1,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,77,112.2,Check-Out,2015-10-01
City Hotel,0,69,2017,April,14,7,0,2,3,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,162.0,Check-Out,2017-04-09
City Hotel,0,5,2016,August,35,26,1,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,96.76,Check-Out,2016-08-29
City Hotel,1,77,2015,August,32,3,5,12,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,76.5,Canceled,2015-05-21
Resort Hotel,0,167,2015,September,38,17,4,10,2,0.0,HB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,68.0,Check-Out,2015-10-01
City Hotel,0,72,2016,June,23,1,0,3,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,108.11,Check-Out,2016-06-04
City Hotel,0,3,2017,January,4,24,0,1,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,88.0,Check-Out,2017-01-25
Resort Hotel,1,256,2015,August,31,1,3,6,2,2.0,BB,Online TA,0,1,0,G,G,1,No Deposit,0,199.0,Canceled,2015-07-27
Resort Hotel,0,109,2015,July,27,4,2,6,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,123.0,Check-Out,2015-07-12
City Hotel,0,4,2015,August,34,17,1,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,122.0,Check-Out,2015-08-21
City Hotel,0,13,2015,October,41,6,0,3,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,75.0,Check-Out,2015-10-09
Resort Hotel,1,2,2017,February,9,27,1,0,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,92.0,Canceled,2017-02-26
City Hotel,1,265,2015,July,28,9,0,2,2,0.0,BB,Groups,0,1,0,A,A,0,No Deposit,0,62.0,Canceled,2015-01-01
City Hotel,0,3,2016,September,39,22,0,1,1,0.0,BB,Corporate,0,0,0,D,D,0,No Deposit,0,166.25,Check-Out,2016-09-23
City Hotel,1,105,2016,April,15,6,0,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,75.0,Canceled,2016-01-18
City Hotel,0,178,2017,July,28,13,2,5,2,2.0,HB,Direct,0,0,0,E,E,1,No Deposit,0,214.0,Check-Out,2017-07-20
City Hotel,0,29,2016,December,49,2,0,2,1,0.0,BB,Corporate,0,0,0,A,A,4,No Deposit,0,66.18,Check-Out,2016-12-04
Resort Hotel,0,61,2016,March,12,14,1,3,2,0.0,BB,Offline TA/TO,0,0,0,D,D,0,No Deposit,0,35.15,Check-Out,2016-03-18
City Hotel,1,82,2017,March,10,5,2,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,91.8,Canceled,2017-02-24
Resort Hotel,1,111,2015,October,43,23,1,2,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,45.0,Canceled,2015-07-20
City Hotel,0,61,2016,December,51,16,1,2,2,0.0,BB,Direct,0,0,0,A,A,0,No Deposit,0,79.2,Check-Out,2016-12-19
City Hotel,1,197,2017,March,11,16,0,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,79.2,Canceled,2016-09-25
Resort Hotel,1,86,2017,March,10,9,0,3,2,0.0,Undefined,Groups,0,0,0,A,A,0,Non Refund,0,46.0,Canceled,2016-12-13
City Hotel,0,247,2016,June,24,6,1,1,2,0.0,HB,Offline TA/TO,0,0,0,A,F,0,No Deposit,0,115.0,Check-Out,2016-06-08
City Hotel,1,280,2017,August,33,16,2,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,113.1,Canceled,2016-11-09
City Hotel,0,27,2016,July,30,23,0,1,3,0.0,BB,Online TA,0,0,0,D,E,0,No Deposit,0,187.0,Check-Out,2016-07-24
Resort Hotel,1,41,2016,September,39,23,0,1,1,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,139.0,Canceled,2016-08-26
City Hotel,1,78,2017,April,17,29,2,1,2,0.0,BB,Groups,0,0,0,A,A,0,Non Refund,0,90.0,Canceled,2017-02-10
Resort Hotel,0,19,2017,August,35,31,0,3,2,0.0,HB,Online TA,0,0,0,A,A,0,No Deposit,0,165.6,Check-Out,2017-09-03
City Hotel,0,220,2016,September,38,17,2,1,1,0.0,HB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,128.0,Check-Out,2016-09-20
City Hotel,0,133,2016,October,44,23,2,2,2,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,108.38,Check-Out,2016-10-27
Resort Hotel,0,213,2016,May,21,16,1,1,1,0.0,HB,Groups,0,0,0,A,A,1,No Deposit,0,54.5,Check-Out,2016-05-18
City Hotel,0,23,2016,January,1,2,2,1,2,0.0,HB,Offline TA/TO,0,0,0,A,A,0,No Deposit,0,109.0,Check-Out,2016-01-05
Resort Hotel,1,238,2017,February,6,10,0,2,2,0.0,HB,Groups,0,0,0,A,A,0,Non Refund,0,54.0,Canceled,2016-12-15
City Hotel,1,39,2017,July,28,15,0,1,1,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,140.0,Canceled,2017-07-11
City Hotel,1,195,2015,September,38,17,0,2,2,0.0,BB,Offline TA/TO,0,1,0,A,A,0,No Deposit,0,48.0,Canceled,2015-07-23
City Hotel,1,47,2016,April,16,12,0,1,1,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,99.9,Canceled,2016-03-21
City Hotel,1,58,2016,January,5,27,0,2,1,0.0,BB,Offline TA/TO,0,1,0,A,A,0,No Deposit,0,80.0,Canceled,2016-01-07
City Hotel,0,49,2017,April,16,16,2,0,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,108.0,Check-Out,2017-04-18
Resort Hotel,1,349,2016,August,32,4,2,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,125.4,Canceled,2016-06-21
Resort Hotel,0,0,2017,April,14,8,0,1,2,0.0,BB,Direct,0,0,0,A,E,0,No Deposit,0,110.0,Check-Out,2017-04-09
Resort Hotel,0,3,2015,October,41,9,1,2,2,0.0,BB,Online TA,0,0,0,E,E,0,No Deposit,0,83.33,Check-Out,2015-10-12
Resort Hotel,0,27,2017,March,11,16,0,1,2,0.0,BB,Online TA,0,0,0,D,D,0,No Deposit,0,68.0,Check-Out,2017-03-17
City Hotel,1,38,2017,January,2,14,0,1,1,0.0,BB,Corporate,0,0,0,A,A,0,Non Refund,0,75.0,Canceled,2016-12-07
City Hotel,1,61,2017,May,20,17,0,4,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,162.0,Canceled,2017-03-26
Resort Hotel,0,154,2017,August,34,21,2,5,2,0.0,HB,Offline TA/TO,0,0,0,A,A,1,No Deposit,0,132.86,Check-Out,2017-08-28
City Hotel,0,183,2017,January,1,1,2,4,2,2.0,BB,Online TA,0,0,0,F,F,0,No Deposit,0,153.5,Check-Out,2017-01-07
City Hotel,0,105,2017,August,33,13,2,3,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,95.0,Check-Out,2017-08-18
City Hotel,1,194,2017,April,16,21,2,3,2,0.0,BB,Online TA,0,0,0,A,A,0,No Deposit,0,117.0,Canceled,2017-04-21
City Hotel,0,4,2016,February,7,13,0,1,2,0.0,BB,Direct,0,0,0,D,D,0,No Deposit,0,95.0,Check-Out,2016-02-14
Resort Hotel,0,1,2016,December,51,17,0,1,2,1.0,HB,Online TA,0,0,0,G,G,0,No Deposit,0,136.0,Check-Out,2016-12-18
City Hotel,1,6,2016,November,48,24,0,1,1,0.0,BB,Corporate,1,1,3,A,A,0,No Deposit,0,65.0,Canceled,2016-11-23
Resort Hotel,0,82,2017,July,30,23,3,5,2,0.0,HB,Direct,0,0,0,F,F,1,No Deposit,0,294.0,Check-Out,2017-07-31
City Hotel,1,174,2015,October,41,10,1,1,2,0.0,BB,Offline TA/TO,0,0,0,A,A,0,Non Refund,0,70.0,Canceled,2015-08-31
City Hotel,0,22,2017,April,16,21,2,2,2,0.0,SC,Online TA,0,0,0,A,A,0,No Deposit,0,115.0,Check-Out,2017-04-25
